NACHNAME;VORNAME;LIZENZNR;VEREIN;ELO_WERT;ELO_WERT_DELTA;PLATZIERUNG;ELO_KLASSIERUNG;ELO_KLASSIERUNG_HERREN
Kerscher;Thomas;607127;KV Liestal;1254;-8.0;416;12;12
Mejia;Carlos;701204;Young Stars ZH;1253;0.0;417;12;12
Sheikh;Haseeb;504065;Schöftland;1253;7.0;418;12;12
Raemy;Pascal;101121;Mandement;1253;-2.0;419;12;12
Van Elteren;Aksel;717070;Uster;1253;8.0;420;12;12
Iglesias;Jacques;401513;Sierre;1252;5.0;421;12;12
Maey;Erik;601629;Schöftland;1252;7.0;422;12;12
Zaugg;Rene;800830;Kriens;1252;28.0;423;11;11
Brünisholz;Daniel;509077;Grenchen;1251;8.0;424;12;12
Thomas;Michel;417079;Forward-Morges;1251;-4.0;425;12;12
Milos;Nemo;713144;Young Stars ZH;1250;-4.0;426;12;12
Jegen;Dominik;800990;Schenkon;1250;23.0;427;10;10
Keusch;Noe;716048;Young Stars ZH;1249;13.0;428;11;11
Descloux;Fabrice;405548;Rossens;1248;0.0;429;12;12
Weber;Harri;700595;Bronschhofen;1248;-2.0;430;12;12
Seitz;Ken;713015;Wädenswil;1248;6.0;431;12;12
Jelinski;Darren;512095;Brügg;1245;-25.0;432;12;12
Ruf;Eduard;817038;Rapid Luzern;1245;-4.0;433;12;12
Ansermet;Lucas;103026;Fribourg;1244;30.0;434;11;11
Ferdinands;Ossie;701631;Dübendorf-Volketswil;1244;0.0;435;13;13
Veuthey;Bertrand;401381;Martigny;1242;49.0;436;10;10
Elsig;Jan;415101;Sierre;1242;62.0;437;11;11
Groeger;Tim;617012;Zofingen;1241;3.0;438;11;11
Blöchlinger;Florian;704073;Wuppenau;1241;4.0;439;12;12
Döbeli;Roland;601674;Frick;1241;-21.0;440;12;12
Aggio;Flavio;416012;Silver Star;1239;15.0;441;11;11
Kehl;Arthur;710165;Young Stars ZH;1238;24.0;442;11;11
Brisson;Denis;402423;Crissier;1238;-29.0;443;12;12
Lüthi;Simon;502381;Aarberg;1236;-23.0;444;12;12
Meyhack;Oliver;601879;Pinguin Zuerich;1236;-12.0;445;12;12
Keller;Gerardo;307044;Tenero;1236;44.0;446;10;10
Saito Lelli;Claudio;408028;Mandement;1235;0.0;447;11;11
Du;Xue-Cheng;403724;Crissier;1234;-19.0;448;12;12
Brunner;Rolf Jun.;703290;Niederhasli;1234;6.0;449;12;12
Queva;Frédéric;116063;Silver Star;1234;0.0;450;11;11
Piedra Guerra;Yandy;508001;Ostermundigen;1232;0.0;451;11;11
Ruder;Werner;600292;Aesch;1232;2.0;452;11;11
Tüscher;Roger;600103;Rio-Star Muttenz;1231;60.0;453;10;10
Hohl;Benoît;407077;Mézières;1230;-6.0;454;11;11
Haslebacher;Jörg;501861;Münchenbuchsee;1229;4.0;455;11;11
Repond;Jonas;414050;Bulle;1229;21.0;456;11;11
Widmer;Erich;600330;Bremgarten;1229;-12.0;457;12;12
Abbühl;Christian;512038;Heimberg;1228;-22.0;458;12;12
Bürge;Thomas;800542;Baar;1228;11.0;459;11;11
Dabet;Florent;207088;Yverdon;1227;-2.0;460;11;11
Lilly;Jack;612010;Frick;1227;5.0;461;11;11
Blatter;Thomas;700154;Wädenswil;1227;0.0;462;11;11
Gubler;Florian;700043;Young Stars ZH;1225;0.0;463;11;11
Frass;Michael;801630;Rapid Luzern;1225;3.0;464;11;11
Enz;Lucas;700479;Bülach;1225;0.0;465;11;11
Ostlender;Yannick;708040;Dübendorf-Volketswil;1225;0.0;466;11;11
Orth;Steffen;707011;Neuhausen;1224;11.0;467;11;11
Abgottspon;Christian;401827;Solothurn;1223;-15.0;468;12;12
Steiner;Ruedi;500080;Aarberg;1222;6.0;469;11;11
Simonicek;Pavel;700680;Buchs Zürich;1222;-1.0;470;10;10
Wöhrle;Silvan;601241;Bülach;1221;29.0;471;10;10
Anivarro Zabala;Alejandro;111064;UGS-Chênois;1220;10.0;472;12;12
Baeriswyl;Stéphane;405316;Bulle;1220;-5.0;473;11;11
Jain;Ketan;114054;Gland;1220;17.0;474;11;11
Guidolin;Patrick;700412;Rüti;1219;-1.0;475;11;11
Bühlmann;Ruedi;500751;Belp;1219;10.0;476;11;11
Roisin;Yves;405486;Bulle;1218;-10.0;477;11;11
Steffen;Fabio;700078;Winterthur;1218;-6.0;478;11;11
Bahtijarevic;Dimitrije;819028;Rapid Luzern;1218;-17.0;479;12;12
Berthouzoz;Christian;100718;UGS-Chênois;1218;26.0;480;10;10
Godel;Sven;612070;Bremgarten;1218;12.0;481;11;11
Mauroux;Ivan;119007;Châtelaine;1217;13.0;482;11;11
Doutaz;Johan;111074;Versoix;1217;0.0;483;11;11
Griesser;Andreas;601455;Brugg;1217;24.0;484;10;10
Blessing;Dieter;701549;Meilen-Männedorf;1216;9.0;485;11;11
Boder;Peter;610016;T-Card;1216;12.0;486;11;11
Blomet;Thomas;407129;Gland;1215;-33.0;487;12;12
Fernandes Abreu;Luis;615162;Baar;1215;0.0;488;11;11
Schneider;Patrick;513052;Port;1214;-1.0;489;11;11
Bissig;Bruno;802003;Baar;1213;0.0;490;11;11
Rüegg;Stefan;601558;Olten;1213;-38.0;491;12;12
Worlitschek;Flurin;815304;Rapid Luzern;1212;60.0;492;8;8
Weber;Markus;602334;Olten;1211;0.0;493;11;11
Millius;Joël;405520;Sierre;1211;-10.0;494;11;11
Stocker;Nicolas;701508;Wädenswil;1211;-13.0;495;11;11
Bassing;Paul;608014;Basel;1210;-6.0;496;11;11
Hassler;Achim;717049;Schaan-Eschen/Mauren;1210;-2.0;497;11;11
Giovanelli;Marco;300377;Lugano;1210;0.0;498;11;11
Schenk;Philipp;512039;Burgdorf;1210;30.0;499;10;10
Braun;Torsten;503797;Köniz;1210;0.0;500;11;11
Zehnder;Christoph;600407;Frick;1210;-8.0;501;11;11
Andrey;Benoît;406040;Bulle;1209;8.0;502;10;10
Römmeler;Arno;708023;Young Stars ZH;1209;-7.0;503;11;11
Gundi;Dafid;504048;Hindelbank;1208;17.0;504;10;10
Reho;Stéphane;410003;Grône;1208;-2.0;505;11;11
Spring;Lukas;502840;Burgdorf;1207;-14.0;506;11;11
Rosenast;Michael;702082;Muolen;1207;-4.0;507;11;11
Huber;André;801803;Schenkon;1207;-1.0;508;11;11
Marty;Bruno;400675;Fribourg;1207;17.0;509;10;10
Pöttig;Markus;701318;Chur;1207;0.0;510;11;11
Nevrkla;Vladimir;718113;Chur;1205;25.0;511;10;10
Schanz;Martin;711018;Wädenswil;1205;-1.0;512;11;11
Brunner;André;600802;Muri;1204;-3.0;513;11;11
Fiorenza;Salvatore;702047;Niederhasli;1204;2.0;514;12;12
Mairesse;Olivier;418115;Martigny;1203;64.0;515;9;9
Müller;Patrick;702286;Wallenwil;1203;-19.0;516;11;11
Boucq;Thierry;404282;Forward-Morges;1203;1.0;517;11;11
Schwedhelm;Markus;805026;Triesen;1203;-2.0;518;11;11
Meier;Christian;100355;UGS-Chênois;1203;-32.0;519;11;11
Merz;Florian;602103;Münchenstein-City;1203;12.0;520;11;11
Klose;Wolfgang;400389;Montriond;1202;1.0;521;11;11
Beka;Kristian;706018;Zürich-Affoltern;1202;75.0;522;9;9
Tschanz;Markus;500979;Thun;1202;-24.0;523;11;11
Gellner;Alexander;405845;Vevey;1202;-15.0;524;11;11
Besson;Jérôme;404450;Villars/Glâne;1202;-6.0;525;11;11
Bumann;Andreas;401782;Stalden;1201;0.0;526;11;11
Wingeier;Patrick;501751;Brügg;1201;0.0;527;11;11
Greter;Wendelin;800812;Kriens;1199;-76.0;528;12;12
Wittwer;Ramon;514016;Burgdorf;1199;7.0;529;9;9
Van Weezenbeek;Bart;806012;Reussbühl;1198;16.0;530;10;10
Büchler;Loric;405715;Pully;1198;2.0;531;10;10
Vipret;Julien;405667;Villars/Glâne;1197;-25.0;532;11;11
Dupuis;Stéphane;101194;Châtelaine;1196;-55.0;533;12;12
Nusbaumer;Blaise;209077;Delémont;1196;-55.0;534;12;12
Pinker;Christian;702652;Wädenswil;1196;-16.0;535;11;11
Hörtner;Matthias;909010;Rapperswil-Jona;1196;1.0;536;10;10
Satta;Alessio;908098;Versoix;1196;42.0;537;9;9
Renard;Thomas;109086;Mandement;1196;-8.0;538;11;11
Cerovac;Begnad;803200;Rotkreuz;1196;-4.0;539;10;10
Chopineaux;Frédéric;113040;Silver Star;1195;-23.0;540;11;11
El Harouchy;Mamoun;206059;La Chaux-de-Fonds;1194;0.0;541;10;10
Schochet;Guy;717054;Young Stars ZH;1193;-11.0;542;11;11
Stuber;Lukas;702514;Pinguin Zuerich;1193;-3.0;543;10;10
Jakubaszek;Przemyslaw;614067;Schöftland;1192;-3.0;544;10;10
Lehto Hürlimann;Mikko;409096;Wädenswil;1192;-19.0;545;11;11
Eisenmann;Martin;504410;Belp;1191;21.0;546;10;10
Guilhaudin;Nicolas;117009;Carouge;1191;32.0;547;9;9
Stryjski;Olivier;413012;Crissier;1191;4.0;548;10;10
Nitschka;Thomas;907001;Pinguin Zuerich;1191;-23.0;549;11;11
Cropt;Ludovic;403442;Yvorne;1190;-2.0;550;10;10
Rotzetter;Christian;701137;Fribourg;1190;10.0;551;10;10
Tolaj;Isa;404543;Collombey/Muraz;1190;34.0;552;9;9
Suter;Dominic;600337;Frick;1189;-21.0;553;10;10
Lutz;Claudio;700996;Uster;1189;12.0;554;10;10
Spani;Ervin;807052;Dierikon-Ebikon;1189;5.0;555;10;10
Sporbeck;Frank;500375;Aarberg;1188;4.0;556;10;10
Hatt;Fred;401297;Forward-Morges;1188;24.0;557;10;10
Lüthi;Urs;502861;Port;1188;32.0;558;9;9
Bilek;Lubos;716058;Rapperswil-Jona;1188;13.0;559;9;9
Gerschwiler;Thomas;701350;Flums;1188;-30.0;560;11;11
Hollenstein;Christoph;702823;Wetzikon;1187;12.0;561;10;10
Moor;Reto;801706;Hünenberg;1187;7.0;562;10;10
Pfirter;Roland;600977;Pratteln;1187;5.0;563;10;10
Claudet;Romain;516001;Bulle;1185;-9.0;564;10;10
Marsy;Lucas;412063;Gland;1185;1.0;565;11;11
Felix;Daniel;701330;Horgen;1185;37.0;566;9;9
Caillat;Jean-Pierre;115262;ZZ-Lancy;1184;5.0;567;10;10
Erkens;Guy;504380;Port;1184;-17.0;568;10;10
Mordon;Vincent;118025;Veyrier;1184;14.0;569;9;9
Durrer;Severin;702317;Urdorf;1183;-9.0;570;10;10
Dechipre;Fabrice;715164;Crissier;1183;-29.0;571;11;11
Gmünder;Nicolai;714111;Uster;1183;-30.0;572;11;11
Sayer;Simon;615064;Münchenstein-City;1183;10.0;573;10;10
Vaucher;Julien;414010;Côte Peseux;1183;2.0;574;10;10
Troeder;Edouard;114598;UGS-Chênois;1182;-22.0;575;10;10
Körber;Torsten;700364;Wettingen;1182;29.0;576;9;9
La Marr;Mike;710159;Young Stars ZH;1182;21.0;577;10;10
Schönbächler;Christian;707124;Wädenswil;1182;-22.0;578;11;11
Scheurer;Marc;801199;Kriens;1182;-37.0;579;11;11
Simonin;Billy;106089;Vernier;1182;0.0;580;10;10
Müller;Patrick;602143;Döttingen;1182;-13.0;581;11;11
Bühlmann;Dominik;514068;Bern;1182;103.0;582;6;6
Giebel;Benjamin;914440;T-Card;1180;0.0;583;10;10
Meyer;Gregor;701082;Wädenswil;1180;0.0;584;10;10
Bärwinkel;Robert;419071;Stalden;1180;0.0;585;10;10
von Bergen;Thomas;503869;Aarau;1180;3.0;586;10;10
Schielner;Christian;706078;Wolfhalden;1180;0.0;587;10;10
Costa;Lino;101103;UGS-Chênois;1180;25.0;588;9;9
Bechtel;Josias;600753;Copains Birsfelden;1179;-5.0;589;10;10
Aebischer;Etienne;909145;Muolen;1179;-4.0;590;10;10
Perissinotto;Paolo;220056;Moutier;1179;-5.0;591;10;10
Kochsiek;Jens;502846;Heimberg;1179;-1.0;592;10;10
Martins;Fernando;404305;Fribourg;1179;7.0;593;10;10
Willi;Jonas;700365;BW-Wollishofen;1179;-12.0;594;10;10
Wolff;Mariano;713082;Romanshorn;1179;-23.0;595;11;11
Ingrassia;Marco;115528;ZZ-Lancy;1178;0.0;596;10;10
Huber;Heinz;700714;Wettswil;1178;5.0;597;10;10
Oehri;Michael;702413;Triesen;1178;0.0;598;10;10
Fortuna;Wladislaw;606065;Pratteln;1177;-2.0;599;10;10
Dinkelacker;Reto;703008;Bassersdorf;1177;-5.0;600;10;10
Zbinden;John;220035;Moutier;1177;7.0;601;10;10
Fari;Gianni;702836;Toggenburg;1177;-26.0;602;11;11
Battaglia;Bruno;703393;Chur;1176;-29.0;603;11;11
Lämmler;Daniel;700153;Flums;1175;-13.0;604;10;10
Stucki;Adrian;512090;Belp;1175;-9.0;605;10;10
Tanner;Ernst;500906;Münsingen;1175;17.0;606;10;10
Willen;Andreas;501316;Brügg;1174;10.0;607;10;10
Blumer;Noël Gilles;514055;Ostermundigen;1174;62.0;608;8;8
Lehmann;Oliver;703004;Wetzikon;1174;17.0;609;10;10
Bütler;Ivan;702430;Glarus;1174;-25.0;610;10;10
Krattiger;Rolf;600098;KV Liestal;1174;2.0;611;10;10
Zeltner;Dominik;604091;Olten;1173;1.0;612;10;10
Christl;Fabian;511015;Royal Bern;1173;-9.0;613;10;10
Stricker;Martin;702896;Triesen;1173;10.0;614;10;10
Paszehr;Raimar;700037;Gaiserwald;1173;12.0;615;9;9
Eker;Erkan;505023;Langnau;1173;-5.0;616;10;10
Gunde;Rok;700757;Greifensee;1172;-9.0;617;10;10
Negoescu;Radu;205108;Martigny;1172;-16.0;618;10;10
Schär;Tim;913088;Köniz;1171;2.0;619;10;10
Silva Goncalves;Hugo Daniel;412010;Bulle;1171;-1.0;620;10;10
Lecourt;Jonathan;717158;Dübendorf-Volketswil;1171;-22.0;621;10;10
Sturzenegger;Fabien;402981;Rossens;1171;2.0;622;10;10
Recher;Florian;603027;Pratteln;1171;-1.0;623;10;10
Blatter;Christophe;701938;Bülach;1171;44.0;624;8;8
Schmid;Martin;703424;Rorschach;1171;8.0;625;9;9
Borghesi;Sandro;600609;Oberwil;1170;3.0;626;10;10
Beeler;Matthias;702095;Aesch;1170;44.0;627;9;9
Wildhaber;René;701857;Flums;1170;12.0;628;9;9
Rupp;Roland;700624;Frauenfeld;1169;-6.0;629;10;10
Zoller;Jürgen;601959;Frick;1168;12.0;630;9;9
Ludi;Manuel;802020;Rapid Luzern;1167;-9.0;631;10;10
Jendretzke;Christian;718142;Dietikon-Weiningen;1166;-22.0;632;10;10
Christen;Daniel;700707;St. Gallen;1166;6.0;633;10;10
Stumme;Oliver;510023;Heimberg;1166;21.0;634;9;9
Levermann;Johannes;405577;Forward-Morges;1166;41.0;635;9;9
Spies;Jan;515521;Solothurn;1165;-17.0;636;10;10
Aschwanden;Jonas;702667;Gaiserwald;1165;49.0;637;8;8
Habermacher;Marco;700114;Reussbühl;1165;-13.0;638;10;10
Gasparini;Philippe;102341;ZZ-Lancy;1165;18.0;639;9;9
Von Dach;Beat;701773;Rüti;1164;2.0;640;10;10
Squillaci;Frank;101901;Vernier;1163;1.0;641;10;10
Gende;Santiago;101515;Versoix;1163;-18.0;642;10;10
Baer;David;309023;Tenero;1162;-18.0;643;10;10
Pelissari;Willian;112015;Rapid-Genève;1162;12.0;644;9;9
Kumar;Konark;701705;Zürich-Affoltern;1162;2.0;645;10;10
Sommer;Stephan;501721;Burgdorf;1162;28.0;646;9;9
Darbellay;Adrien;113032;Vernier;1161;0.0;647;10;10
Giuffredi;Sascha;503187;Belp;1161;24.0;648;9;9
Koller;Manuel;703573;Urdorf;1161;-16.0;649;10;10
Schluter;Patrick;213056;Le Locle;1161;-12.0;650;10;10
Häusler;Willi;600964;Spreitenbach;1161;-1.0;651;10;10
Liniger;Julian;504307;Aarberg;1160;-6.0;652;10;10
Rademacher;Lucas;110008;Bernex;1160;-11.0;653;10;10
Mariotti;Nicolas;100699;Bulle;1159;-21.0;654;10;10
Isenrich;Matthias;102066;Crissier;1159;-20.0;655;10;10
Bieler;Yves;207081;La Chaux-de-Fonds;1159;0.0;656;9;9
Hobi;Nico;700381;Niederhasli;1158;0.0;657;10;10
Reinhard;Louis;516029;Münsingen;1158;182.0;658;5;5
Wey;Lucas;904116;Rossens;1158;0.0;659;9;9
Meierhans;Martin;500322;Burgdorf;1158;0.0;660;9;9
Kern;Alex;700744;Buchs St.Gallen;1158;1.0;661;9;9
Kohler;Urban;611046;Olten;1158;-16.0;662;10;10
Fontana;Franco;700178;Bremgarten;1158;29.0;663;9;9
Fritschi;Matthias;702294;Wallenwil;1157;-4.0;664;10;10
Grosche;Steffen;709144;St. Gallen;1157;6.0;665;9;9
De Conto;Fabio;702351;Wädenswil;1157;5.0;666;9;9
Pischtschan;Martin;607098;Wettingen;1157;5.0;667;10;10
Wiprächtiger;Yann;102442;Silver Star;1157;15.0;668;9;9
Pelkowski;Ralf;706067;Winterthur;1156;-47.0;669;10;10
Fechner;Jan;710003;Steckborn-Homburg;1156;-9.0;670;10;10
Mattmüller;Jon;611013;Basel;1156;-36.0;671;10;10
Gritsch;Michel;600387;KV Liestal;1155;42.0;672;8;8
Mikic;Stevan;210029;Tramelan;1155;3.0;673;9;9
Schwarz;Jérôme;600651;Oberwil;1154;-12.0;674;10;10
Sonderegger;Peter;600853;Bremgarten;1154;-31.0;675;11;11
Aeschimann;Karl;700010;Urdorf;1153;-42.0;676;10;10
Méneur;David;413052;Estavayer;1153;16.0;677;9;9
Steinmann;Reto;700524;Niederhasli;1152;-16.0;678;10;10
Pontabry;Yann;113055;Châtelaine;1152;-19.0;679;10;10
Feigenwinter;Linus;515028;Münchenbuchsee;1151;1.0;680;9;9
Brüschweiler;Fabian;713081;Romanshorn;1151;3.0;681;9;9
Engelmann;Oliver;718067;Wallenwil;1150;9.0;682;9;9
Ming;Julien;503987;Yverdon;1150;-13.0;683;10;10
Senn;Valentin;715084;Uster;1150;142.0;684;6;6
Röger;Matthias;511076;Bern;1149;9.0;685;9;9
Monteil;Wilfried;112026;Meyrin;1149;-28.0;686;10;10
Doutaz;Cédric;100879;Châtelaine;1149;17.0;687;9;9
Zavorka;Lubos;713163;Chur;1148;0.0;688;9;9
Antille;Raphaël;404126;Mézières;1148;2.0;689;9;9
Dafflon;Yaroslaw;405158;Villars/Glâne;1147;-19.0;690;10;10
Hohnhold;Steven;719155;Steckborn-Homburg;1147;-13.0;691;10;10
Aebi;Daniel;503941;Aarberg;1147;-1.0;692;9;9
Calabretto;Mimmo;600475;Döttingen;1147;-9.0;693;10;10
Gachet;Robin;416035;Bulle;1146;-19.0;694;10;10
Amsler;Toni;600870;Olten;1146;-37.0;695;10;10
Gurtner;Silvio;615026;Basel;1146;50.0;696;7;7
Nuss;Alexander;607097;Wettingen;1145;14.0;697;8;8
Tokar;Ludovit Jun.;502751;Burgdorf;1145;12.0;698;9;9
Wallimann;Peter;800509;Sarnen;1144;14.0;699;9;9
Klopfenstein;Philipp;504377;Heimberg;1144;8.0;700;9;9
Frey;Thomas;618012;Liebrüti;1143;22.0;701;9;9
Venturato;Giuseppe;300370;Riva S.Vitale;1143;-7.0;702;9;9
Auderset;Damien;404909;Villars/Glâne;1143;-7.0;703;9;9
Moser;Herbert;701116;Pinguin Zuerich;1142;4.0;704;9;9
Brandenberger;Marcel;800539;Baar;1142;23.0;705;8;8
Kaltenbrunner;Tim;716057;Zürich-Affoltern;1141;0.0;706;9;9
Ambrosioni;Giovanni;307029;Tenero;1141;-6.0;707;8;8
Zängeler;Martin;703322;Wetzikon;1140;5.0;708;9;9
Gallmann;Vanni;310022;Riva S.Vitale;1140;-37.0;709;10;10
Guyaz;Loïc;211031;La Chaux-de-Fonds;1139;-24.0;710;10;10
Barthe;Jérémy;235032;Delémont;1138;-19.0;711;9;9
Dec;Grzegorz;813022;Baar;1137;-6.0;712;9;9
Keller;Philip;713053;Rapperswil-Jona;1137;10.0;713;9;9
Lam;Nhut Dung;101289;Lausanne;1137;10.0;714;9;9
Piller;Grégoire;400565;Villars/Glâne;1136;10.0;715;9;9
Brisson;Alexandre;404111;Crissier;1136;0.0;716;9;9
Gubser;Dieter;701725;Flums;1136;15.0;717;9;9
Tam;Yiuwing;504255;Solothurn;1136;10.0;718;9;9
Eberhardt;Jürgen Andreas;701840;Bassersdorf;1136;29.0;719;8;8
Marro;Matthias;811044;Kriens;1136;-22.0;720;9;9
Carrel;Frédéric;402173;Collombey/Muraz;1136;-15.0;721;9;9
Beyeler;Guido;702158;Bassersdorf;1135;-49.0;722;10;10
Meili;Marc;701943;Steckborn-Homburg;1135;0.0;723;9;9
Caneel;Noah;717129;BW-Wollishofen;1135;64.0;724;7;7
Vrkljan;Peter;801968;Wettingen;1134;11.0;725;8;8
Reiter;Luca;113030;ZZ-Lancy;1134;-32.0;726;10;10
Huegi;Ismaël;235088;Tramelan;1133;-26.0;727;9;9
Zhang;Gerald;706040;Urdorf;1133;-33.0;728;10;10
Baumann;Andreas;502810;Burgdorf;1133;-64.0;729;10;10
Ellenberger;David;503671;Burgdorf;1132;7.0;730;9;9
Brumeaud;Kevin;409062;Cheyres;1132;-9.0;731;9;9
Sciurti;Pier;101080;UGS-Chênois;1132;-27.0;732;9;9
Guinans;Mathieu;209045;Porrentruy;1131;6.0;733;9;9
Cervera;Juan;101713;Mandement;1131;10.0;734;9;9
Strzepka;Zbigniew Piotr;616058;Möhlin;1131;-38.0;735;10;10
Nicaise;Emmanuel;102252;ZZ-Lancy;1131;-18.0;736;9;9
Meile;Jörg;701061;Flums;1131;11.0;737;8;8
Strecker;Jan-Hendrik;516027;Bern;1130;-17.0;738;9;9
Meyer;Pascal;703217;Gaiserwald;1130;0.0;739;9;9
Geiser;Werner;501085;Wohlensee;1130;-9.0;740;9;9
Vepa;Abishek;114036;Meyrin;1130;-7.0;741;8;8
Carrier;Fabien;402269;Martigny;1130;-15.0;742;9;9
Koenig;Alain;220013;Moutier;1129;-2.0;743;9;9
Chishti;Adnan;705211;Thalwil;1129;-1.0;744;9;9
Herzig;Jürg;501423;Herzogenbuchsee;1129;-9.0;745;9;9
Raschtzik;Oliver Paul;710073;Zürich-Affoltern;1129;0.0;746;9;9
Küng;Rudolf;604020;Pratteln;1129;2.0;747;9;9
Schletti;Martin;701443;Thalwil;1128;0.0;748;9;9
Augstburger;Markus;500266;Solothurn;1128;8.0;749;9;9
Foggetta;Sandro;800983;Menziken;1128;7.0;750;8;8
Costache;Sorin Alexandru;214005;Lausanne;1128;19.0;751;8;8
Roth;Martin;500793;Köniz;1127;-1.0;752;9;9
Agnus;Dominique;403450;Eysins;1127;1.0;753;9;9
Hass;Yannik;714120;Young Stars ZH;1127;24.0;754;9;9
Lampaca;Olivier;109088;UGS-Chênois;1127;-9.0;755;9;9
Stäuble;Simon;611017;Basel;1126;6.0;756;8;8
Rohrer;Stefan;801478;Schenkon;1126;19.0;757;8;8
Brühlmann;Noël;712075;Steckborn-Homburg;1125;4.0;758;9;9
Praudisch;Markus;701276;Gossau St.Gallen;1125;-25.0;759;9;9
Albicker;Daniel;703520;Zürich-Affoltern;1125;4.0;760;8;8
Murati;Mehmed;701389;Wolfhausen;1124;-36.0;761;9;9
Cattini;Rico;701959;Horgen;1124;22.0;762;8;8
Neuffer;Yannick;613056;Rio-Star Muttenz;1124;30.0;763;8;8
Stieber;Alfred;503546;Thun;1123;-1.0;764;9;9
Rapold;Franz;701295;Steckborn-Homburg;1122;0.0;765;9;9
Balemi;Patrizio;300317;Tenero;1122;-7.0;766;9;9
Zaugg;Martin;800829;Rothenburg;1122;4.0;767;8;8
Raemy;Fabrice;100819;Mandement;1122;0.0;768;9;9
Bourgnon;Serge;602342;Möhlin;1122;-11.0;769;9;9
Blanc;Jérémy;101852;Châtelaine;1121;-6.0;770;9;9
Cavin;Alexandre;401031;Vevey;1120;-13.0;771;9;9
Huber;Roman;601007;KV Liestal;1120;-10.0;772;9;9
Durmic;Berzad;600346;Bremgarten;1120;1.0;773;8;8
Felder;Pius;800880;Rothenburg;1119;0.0;774;9;9
Holzweiss;Christoph;908241;Winterthur;1119;6.0;775;9;9
Schneider;Beat;601461;Aarau;1119;-11.0;776;8;8
Iffland;Horst;701533;Steckborn-Homburg;1119;0.0;777;8;8
Braem;Patrick;232008;Coffrane;1119;-4.0;778;9;9
Besson;Philippe;101327;Carouge;1119;42.0;779;7;7
Thaler;Gregor;705181;St. Gallen;1119;-43.0;780;10;10
Bedike;Tibor;717027;Niederhasli;1119;-1.0;781;9;9
Jovanovic;Damjan;907065;Sierre;1118;0.0;782;8;8
Graf;Roger;702483;Romanshorn;1118;25.0;783;7;7
Siegrist;Andrea;701552;Chur;1118;0.0;784;8;8
Glas;Armin;711128;Thalwil;1118;18.0;785;8;8
Zinniker;Matthias;611001;Aarau;1118;43.0;786;7;7
Werner;Markus;801004;Schenkon;1118;-26.0;787;9;9
Müller;Wolfgang;601235;Wettingen;1117;0.0;788;8;8
Marcarini;Leandro;716065;Wädenswil;1117;5.0;789;9;9
Ben Youssef;Badii;411087;Lausanne;1117;92.0;790;6;6
Räz;Urs;802107;Schenkon;1115;-30.0;791;9;9
Tran Van;Michel;117048;ZZ-Lancy;1115;38.0;792;7;7
Pampuri;Gabriele;100097;Locarno;1114;14.0;793;8;8
Pereira;David;103033;Versoix;1114;0.0;794;8;8
Aumiller;Markus;607116;BW Rupperswil;1114;27.0;795;8;8
Liniger;Yanick;108030;ZZ-Lancy;1114;0.0;796;8;8
Zellweger;Marco;907010;Uster;1113;14.0;797;8;8
Vo;Pierre;405481;Forward-Morges;1113;32.0;798;8;8
Elbling;Jérôme;617002;Copains Birsfelden;1113;6.0;799;8;8
Graf;Manuel;702055;Wil SG;1113;38.0;800;8;8
Carcer;Bruno;600002;Aarau;1113;16.0;801;9;9
Huser;Marc;700321;Kloten;1113;2.0;802;8;8
Peter;Nicolas;702571;Bronschhofen;1113;30.0;803;8;8
Elezi;Adem;104094;Veyrier;1112;1.0;804;8;8
Queloz;David;226028;St-Imier;1112;-20.0;805;9;9
Aehrenbold;Benoît;404556;Montriond;1112;26.0;806;8;8
Douik;Mathieu;203101;Delémont;1112;0.0;807;8;8
Poudens;Alexis;217013;La Chaux-de-Fonds;1111;2.0;808;8;8
Wermelinger;Amédéo;802102;Rothenburg;1111;-16.0;809;9;9
Toumayeff;Alexandre;401303;Romanel;1111;-15.0;810;9;9
Sesto;Ramon;101517;ZZ-Lancy;1111;-17.0;811;8;8
Barfuss;Marc;206074;Cernier;1110;27.0;812;8;8
Király;Gyula;405133;Montriond;1110;53.0;813;7;7
Sangalli;Pierre;610053;Copains Birsfelden;1110;0.0;814;8;8
Bühlmann;Martin;801361;Rothenburg;1110;0.0;815;8;8
Lambelet;Patrice;404656;Eysins;1110;6.0;816;8;8
Superchi;Laurent;405379;Fribourg;1109;26.0;817;8;8
Strahm;Martin;501409;Wynigen;1109;29.0;818;8;8
Abalakov;Sergey;513076;Worb;1108;-16.0;819;8;8
Lieb;Christoph;504081;Aarberg;1108;23.0;820;8;8
Schwere;Franz-Beat;601243;Wettingen;1108;0.0;821;8;8
Baier;Bernhard;405079;Nestlé;1107;-1.0;822;8;8
Fidalgo;Kevin;611010;Basel;1107;4.0;823;8;8
Weinberger;Danijel;716091;Neuhausen;1107;0.0;824;8;8
Weber;Marc;508007;Aarberg;1107;0.0;825;8;8
Cakic;Aleksandar;700438;Wetzikon;1106;18.0;826;8;8
Bellino;Andrea;415822;Yverdon;1106;-7.0;827;8;8
Osorio Lozada;Antonio;408104;Stalden;1106;0.0;828;8;8
Rousseau;Yves;411060;Montriond;1106;6.0;829;8;8
Wüthrich;Martin;507037;Lenzburg;1106;-5.0;830;8;8
Näf;Matthias;701148;Steckborn-Homburg;1105;27.0;831;7;7
